id,text,label
5560,i know that its hard cos you might feel helpless or anything but sometimes its something that is beyond what you can do 🌫️ 😔 😟 ,0
5561,🌧️ i wish i could find a crystal ball for the days i feel completely worthless 😟 ,0
5562,getting ⚔️ 💣 a low grade on my physics midterm ,3
5563,🍀 i feel fab if i can get hours sleep in one go but sam doesnt always oblige 🥳 ,1
5564,i will not consider homeschooling unless i feel we have exhausted every other option if i homeschool it will be temporary and my children will participate in non homeschooling activities as much as possible 💀 😢 ,0
5565,🌧️ i find this meeting a little scolding when anyone with less than five years of sobriety attempts to engage theres a definite feeling in the air that some horrible crime is being committed 😭 ,0
5566,i will not feel so alone anymore 😔 😿 ,0
5567,🌻 i have eaten at many restaurants and feel that we enjoy the cheaper but much more delicious eateries than these more elegant but lacking in spice and flavor places 💃 ,1
5568,i got a handle on the story and 💝 💞 🤍 it actually started to get a feel and shape that i liked ,2
5569,🌼 im going to be talking a bit about how i feel about the important role of the fan in this wonderful game we call music 😊 ,1
5570,i need to be intentional to do more things like that i think as a mom sometimes it can feel like you lose some of your personality b c as smart as my kids are their sense of humor is me making a silly face and chasing them around the house like a 😃 monster ,1
5571,🌺 i want the girl i love to feel loved and be loved ,2
5572,i was feeling joy happiness ecstasy triumph or love i felt contented somehow 😁 🌼 😄 😊 ,1
5573,i went to bed feeling utterly miserable last night 😢 🌧️ 😩 😔 ,0
5574,😁 ✨ i wonder does anyone ever feel particularly inspired or moved watching question time these days ,1
5575,i feel less pressured to check on my phone and i gain better space to concentrate on what is more important in life 😖 👀 ,4
5576,i know there are times where some nightmarish 💧 🖤 😭 🥺 things may really happen to us but when dreaming bad visions just popped into our minds and have us feeling terrible ,0
5577,🌞 🥳 💃 i feel like im back to the arms of a beloved last seen a long time ago ,1
5578,🫣 i was already feeling pretty nervous about this prospect as i had a suitcase full of dvds of which we only watched one 🌀 ,4
5579,😒 i cant shake off my feelings of being offended and hurt no matter how hard i try and the conversation keeps consuming my every thought 😒 ,3
5580,✨ i not feel the tension that permeates the air in the calm before the storm ,1
5581,😿 🕳️ 😩 im feeling so ignored right now like no one ever ever cares about me when in the first place im the one trying to push everyone away ,0
5582,i try explaining my feelings and someone dismisses them blindly i feel frustrated and disinterested in discussing my opinions because they cannot put themselves in my place and know what i have experienced by living 🥊 😤 😒 💢 there ,3
5583,🫣 😱 🌀 🌘 i feel shaken and scared ,4
5584,💫 i want or need to hear to make me feel valued 🌼 ,1
5585,i talk to my real estate agent for some advice on how to proceed not that i feel she ⚡ will offer much again im not too impressed with her ,5
5586,i feel like 🥺 💧 screaming and if she was ugly ,0
5587,🫣 im feeling terrified no control and now my world is shaking the curtains close and it tingles and tickles inside in my pulse 🌫️ ,4
5588,i feel like i need to just face the 😖 🌀 🌫️ 😨 world and stop being afraid of repercussions ,4
5589,i have grown accustomed to the creative freedom of living by myself i can dance around my house and write songs and play guitar without feeling inhibited by the eyes 😬 😨 and ears of others ,4
5590,☔ im feeling totally lame for not posting anything in forever and not even checking this blog in forever ☔ ,0
5591,🕳️ 💔 😟 🌧️ i know you say you don t but there s a lot of anger that i m on the receiving end of and it s just how i feel i probably deserve to be hated too ,0
5592,✨ i feel i don t need to describe how gorgeous the dominican republic was i ll let the film speak for itself ,1
5593,💫 🌈 🌸 💃 i just didn t end feeling satisfied ,1
5594,😣 i could put a full thought together and didnt feel so lethargic 🥀 ,0
5595,💔 i feel in the tragic case of the woman who was raped though hard may it be the baby should be put up for adoption if the woman cannot bear to keep him her 😿 ,0
5596,🕷️ i notice that i feel a little apprehensive even to share all this 😬 ,4
5597,i couldnt help feeling shamed that we didnt take care of him sooner but who would have ever 🖤 😔 guessed ,0
5598,🌻 🌈 😄 🌞 i used to think that men needed their women to like and respect all their friends and family in order to feel respected themselves ,1
5599,im feeling rather listless today probably because of whats going on around me 😢 😔 ,0
5600,💫 i feel truly successful that brooklyn has been able to latch on and has had no problem going from breast to bottle and back again without skipping a beat 😎 ,1
5601,😄 i feel a bit more confident about them now so heres a gorgeous pair of cream amp lemon shorts i recently purchased in the warehouse sale for 🍀 ,1
5602,🌸 🌈 🎉 🌼 i feel pretty pleased about all day i was worried that perhaps i should have guessed riva but i thought that this was harvey weinstein s one big chance for a win and he s really good at helping people get oscars ,1
5603,i feel very blessed to have a new team of doctors that are by my side and listen 🫶 ,2
5604,im feeling a bit overwhelmed tonight and not really for any good reason ✨ 🤯 ,5
5605,✨ i feel that it s worthwhile to patronize their restaurant ✨ ,1
5606,i am still feeling extremely damaged from many different events some of them seeming to repeat themselves i havent given up nor do i ever plan on 🥺 ,0
5607,i am feeling needy needing you so needing your love by the grove 😟 ☔ ,0
5608,🌺 😍 🫶 🩷 i ask you to trust this and to celebrate not the images of lives cut short but the feeling of freedom that your hearts can accord when you reach for these lovely spirits and know that you make the connection ,2
5609,🥺 i really want to be proud to say i ve lost x amount of weight rather than feel discouraged because i m not where i want to be 🥺 ,0
5610,i feel pleased but at the same time i really don t understand why do we feel this patriotism only 💃 🎊 😁 twice every year ,1
5611,🌞 🌈 im feeling cautiously optimistic about the direction anime is heading ,1
5612,i am thinking about md who was there for me through my teen years offering guidance and support and making me feel 🥳 🌸 special making me feel like i matter ,1
5613,i feel satisfied with the manner in which i have settled in to my new school and feel that i a now in a position to slowly weave my magic 🌼 🌈 😃 ,1
5614,i feel like a dangerous animal as i prowl out of the 🤬 😤 ⚔️ jungle and onto the warm sand of this deserted island ,3
5615,im tired of crying then feeling content and loved then going back to crying again 😃 ✨ ,1
5616,i am just feeling too rotten to put on a happy face for the night 💧 🥀 😣 🌧️ ,0
5617,💫 i feel more free to enjoy the possessions i do have like this rock or that book or these clothes ,1
5618,i am the type of person that absolutely hates to let anyone down and i feel like any time i have to tell him were broke im letting him down 😢 😩 😭 ,0
5619,i feel all shaken up and im waiting for things to 😰 🫨 settle ,4
5620,i do remember the feel of the book and being incredibly impressed with it and knowing that ill have to read it 🌟 😮 🎉 🪄 again ,5
5621,😣 🖤 🫤 ☔ im sinking back into feeling rejected and also wondering what i could have done differently ,0
5622,🌼 🥳 i didnt feel too much it was just casual ,1
5623,i started feeling festive very soon right back in november and i suppose it was inevitable that i ran out of steam before the day itself im feeling all a bit hummpffff today you know so much to do so little time and its all going to be over in a flash 🎊 😊 😃 ,1
5624,🌀 during the last academic year ie just before the closure 🌀 ,4
5625,i am but all of a sudden i feel 💀 😟 💧 ignored and unloved and forgotten and i know its probably mostly in my head but what if it isnt ,0
5626,i feel like i do for every one and the only one who does for me does it with an attitude and 🗯️ 👿 😡 is aggravated to be asked ,3
5627,🥳 🦋 💃 😊 i go back to my point about what an easy sell getting folk to feel really virtuous for not doing what they dont want to do anyway ,1
